Secuencial
normal
M:4000|B:128,27.044732,26.968665,26.865335,26.900088,26.932028,
M:4000|B:256,26.926099,26.930623,26.939647,26.916359,26.942843,
M:4000|B:512,26.951114,26.889734,26.926831,26.939339,26.934652,
M:4000|B:1024,26.978916,26.915822,26.920522,26.969798,26.930460,
ani
M:4000|B:128,20.556721,20.561303,20.537589,20.538483,20.534220,
M:4000|B:256,19.521680,19.393927,19.389242,19.532811,19.562837,
M:4000|B:512,18.182110,18.162452,18.336475,18.227355,18.091245,
M:4000|B:1024,16.518792,16.710004,16.671074,16.548322,16.565989,
simd
M:4000|B:128,26.914745,26.908808,26.900213,26.916526,26.916309,
M:4000|B:256,26.912832,26.965205,26.940445,26.903453,27.580412,
M:4000|B:512,26.946350,26.877424,26.951921,26.909189,26.874421,
M:4000|B:1024,26.956243,26.955049,26.887605,26.960202,26.994124,
anisimd
M:4000|B:128,20.518114,20.530398,20.494315,20.490839,20.545506,
M:4000|B:256,19.587463,19.453131,19.429222,19.563119,19.585962,
M:4000|B:512,18.041825,18.066505,18.238498,18.267845,18.129449,
M:4000|B:1024,16.590311,16.683831,16.664715,16.497180,16.509687,
