Secuencial
normal
M:500|B:128,0.063822,0.060029,0.066691,0.068458,0.071014,
M:500|B:256,0.062714,0.068815,0.060816,0.060853,0.065257,
M:500|B:512,0.067659,0.063064,0.062913,0.055563,0.060629,
M:500|B:1024,0.054860,0.056324,0.056387,0.062955,0.053925,
ani
M:500|B:128,0.056461,0.053427,0.052817,0.060990,0.056363,
M:500|B:256,0.064257,0.062070,0.058547,0.062238,0.056845,
M:500|B:512,0.047533,0.044538,0.053782,0.047521,0.048442,
M:500|B:1024,0.043403,0.046381,0.043739,0.046702,0.042663,
simd
M:500|B:128,0.048519,0.044142,0.046739,0.044213,0.046662,
M:500|B:256,0.045923,0.046692,0.046929,0.047507,0.043457,
M:500|B:512,0.043500,0.043398,0.046791,0.043509,0.047146,
M:500|B:1024,0.044957,0.046730,0.045732,0.046964,0.043839,
anisimd
M:500|B:128,0.054301,0.052677,0.052701,0.052378,0.052910,
M:500|B:256,0.054398,0.057660,0.055161,0.057815,0.053906,
M:500|B:512,0.046075,0.043537,0.045847,0.044459,0.046198,
M:500|B:1024,0.046588,0.045619,0.042731,0.046569,0.043586,
